wgt	ira	a401	hval	hmort	hequity	nifa	net_nifa	tfa	net_tfa	tfa_he	tw	age	inc	fsize	educ	db	marr	male	twoearn	dum91	e401	i1	i2	i3	i4	i5	i6	i7	p401	pira	hown	a1	a2	a3	a4	a5	nohs	hs	smcol	col	a	icat	ecat	f1	f2	f3	f4	f5	f6	f	zhat	wntfa1	wntfa2	wntfa3	wntfa4	wntfa5	wntfa6	wntfa7	wnet_nifa1	wnet_nifa2	wnet_nifa3	wnet_nifa4	wnet_nifa5	wnet_nifa6	wnet_nifa7	wtw1	wtw2	wtw3	wtw4	wtw5	wtw6	wtw7	net_n401	wnet_n4014
3377.429	0	0	0	0	0	0	-800	0	-800	-800	-800	52	40224	3	10	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	4	5	1	0	0	1	0	0	0	3	.5995759	.357337	.3519162	.3340845	.3333123	.3386791	.333225	.3566285	.3574941	.3570737	.3414074	.3401955	.3395607	.3369927	.3522494	.3573609	.357086	.3656009	.3623062	.369942	.3936179	.3630995	-800	.332872
4671.765	0	0	43000	43000	0	1060	-12946	1060	-12946	-12946	-5521	27	45750	2	12	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	5	2	0	1	0	0	0	0	2	.4407951	.2044463	.1873379	.1873043	.1914009	.1920874	.196401	.2386444	.2061031	.2043441	.2044363	.2213595	.2221591	.2550841	.2568518	.1947982	.1900025	.2055795	.2055667	.2108459	.2434779	.2420594	-12946	.1943235
3072.383	0	0	73000	63000	10000	800	-7200	800	-7200	2800	4300	47	39525	3	16	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	4	4	4	0	0	1	0	0	0	3	.3866406	.1428401	.1432831	.1464497	.1470833	.1455258	.1438537	.1538535	.1414552	.1419768	.1459342	.1465109	.1411278	.1393856	.1464943	.1536513	.1254375	.1233029	.1168011	.1084504	.1071238	.1045122	-7200	.1465404
4190.104	950	0	170000	40000	130000	3800	3800	4750	4750	134750	264750	49	47691	3	12	0	1	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1	0	0	4	5	2	0	0	1	0	0	0	3	.4624346	.1731941	.1770096	.177193	.1781655	.1780869	.1767107	.1657619	.1697269	.1773738	.1777647	.1793828	.1790605	.1709565	.1705876	.1682962	.1749704	.1827503	.1706974	.1762928	.2796371	.2801789	4750	.1805643
3318.023	0	0	50000	0	50000	0	0	0	0	50000	50500	37	12324	9	11	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	3	2	1	0	0	0	0	0	1	6	.143074	.0426316	.042685	.0424585	.0406819	.0403734	.0386989	.0384309	.0427437	.0434015	.0432501	.038085	.0384746	.0394778	.0392667	.0442194	.049532	.0490301	.0481413	.0518318	.0594751	.0614369	0	.040666
3752.681	0	0	50000	42500	7500	499	-1627	499	-1627	5873	9873	50	22980	2	16	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	4	3	4	0	1	0	0	0	0	2	.2694195	.0909826	.090737	.090704	.0906988	.0938172	.0936371	.0913349	.0917105	.0916671	.091681	.0916942	.097488	.0976644	.0921603	.107603	.1080115	.1089336	.1096792	.1097969	.1091188	.1181035	-1627	.0906794
3802.718	0	0	70000	32000	38000	7249	4249	7249	4249	42249	42249	43	44751	5	18	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	3	5	4	0	0	0	0	1	0	5	.6077043	.3505487	.3471557	.3416457	.3418022	.3339906	.3317301	.3401787	.3505787	.3502822	.3462535	.3463803	.3481091	.346284	.3429652	.3490496	.3498593	.3105295	.3064681	.3045101	.2675821	.3132539	4249	.3419075
4860.24	0	0	0	0	0	964	-136	964	-136	-136	4864	38	20820	5	16	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	3	4	0	0	0	0	1	0	5	.2092901	.0945681	.0945818	.0946564	.0947451	.0940075	.0937856	.0927998	.0943542	.0943453	.0943064	.0943627	.0947384	.0948643	.0932234	.0938214	.0934475	.0929175	.0926694	.0949767	.0946822	.0987402	-136	.0946986
3885.404	0	0	172900	150000	22900	1400	-3100	1400	-3100	19800	28621	28	21450	3	14	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	3	3	0	0	1	0	0	0	3	.273178	.1234213	.1230709	.1230082	.1229929	.1283153	.1282786	.1258439	.1238661	.1238077	.1238309	.1238454	.1317175	.1318168	.1233388	.1280523	.1265388	.124941	.1243162	.1318048	.1315771	.1291258	-3100	.1228914
12910.31	0	0	0	0	0	7700	100	7700	100	100	5600	39	21240	4	17	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	3	4	0	0	0	1	0	0	4	.2092901	.0943236	.0943469	.0944287	.0945238	.0934571	.0932158	.092334	.0940527	.0940451	.0940029	.0940622	.0940581	.0941862	.0930316	.093385	.0929512	.0923392	.0920463	.0947335	.0944207	.0987058	100	.0944773
4023.14	0	0	0	0	0	0	-4200	0	-4200	-4200	-2280	27	13200	2	12	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	2	2	0	1	0	0	0	0	2	.1152104	.0378129	.0365961	.0364307	.0465251	.0480952	.0542119	.0551716	.0380014	.0367384	.0364667	.052877	.0519178	.0487655	.0486973	.0379682	.0363765	.0365205	.0359769	.0351261	.0414017	.0417735	-4200	.0465041
2029.983	5803	0	85000	0	85000	98854	76592	104657	82395	167395	176629	52	21492	2	12	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	4	3	2	0	1	0	0	0	0	2	.2658667	.0256396	.0278175	.0274054	.0267022	.0604325	.0555279	.0772872	.0187249	.0191054	.0192406	.0188072	.027919	.0295706	.0024373	.0274829	.0286009	.0303399	.03118	.0224535	.0208077	.0161534	82395	.0273244
3032.447	3500	0	0	0	0	3000	-2000	6500	1500	1500	19811	54	30000	1	14	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	4	4	3	1	0	0	0	0	0	1	.2906278	.0978035	.0981546	.0983305	.0997014	.0997987	.0997631	.0906766	.0923502	.0926807	.0943198	.0951053	.0946239	.0940514	.0950754	.0961596	.0980597	.0992799	.106369	.0963276	.096535	.0972469	1500	.1002243
6451.258	13000	0	230000	20000	210000	45340	45190	58340	58190	268190	274440	49	30420	3	16	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	4	4	4	0	0	1	0	0	0	3	.3669286	.0752219	.074669	.0769235	.0743617	.0722975	.0700932	.0907376	.0789051	.0781095	.0753619	.0731596	.0693923	.0697611	.0732447	.0548613	.0209674	.0203911	.0294859	.0498663	.0482502	.0450073	58190	.0722318
6541.529	0	0	56000	8000	48000	600	100	600	100	48100	49100	41	28035	3	12	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	3	3	2	0	0	1	0	0	0	3	.273178	.1194488	.1192541	.1193147	.1194127	.1193691	.1189255	.1176583	.1189583	.1189198	.118884	.1189551	.1210072	.1211971	.1192829	.1134711	.1109744	.1082326	.1067467	.1132468	.1142885	.0962574	100	.1193076
4249.452	0	0	0	0	0	0	-2000	0	-2000	-2000	-347	28	28911	1	11	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	3	1	1	0	0	0	0	0	1	.2060434	.0708788	.0708148	.0708023	.0707989	.0729532	.072947	.0711145	.0716718	.0716545	.071661	.0716668	.0754644	.0755756	.070935	.0708727	.0711768	.0716114	.0718071	.0706843	.0706163	.0715474	-2000	.0708174
1714.526	2400	0	190000	150000	40000	3010	-1958	5410	442	40442	40942	27	15735	1	16	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	2	4	1	0	0	0	0	0	1	.1320933	.0238738	.0245649	.0240714	.0263749	.0260289	.0225442	.0217776	.0257475	.0273292	.026981	.0272171	.0273999	.027342	.0263946	.0228062	.0241878	.0238743	.0239532	.0257377	.0242312	.024887	442	.0263604
3750.534	0	0	40000	0	40000	758	758	758	758	40758	40758	64	11247	2	12	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	5	2	2	0	1	0	0	0	0	2	.4041266	.2517787	.2536739	.2512738	.2612964	.2712704	.2713723	.2719498	.2526697	.2555089	.2540311	.2597424	.275166	.2747871	.273383	.2467798	.278383	.2592422	.2553865	.2518858	.2246491	.2032835	758	.2614417
6569.745	0	0	0	0	0	10315	9428	10315	9428	9428	11928	48	8475	1	17	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	4	1	4	1	0	0	0	0	0	1	.0278493	.0077533	.0370186	.0434812	.0004462	.0003737	.0003678	.000624	.0089593	.0367066	.0416446	.0346009	.0310159	.0343177	.0298407	.004357	.015465	.0123729	.0069835	.0067822	.0079201	.0062827	9428	.0004478
4834.558	0	0	50000	0	50000	6000	6000	6000	6000	56000	56000	51	23364	2	12	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	4	3	2	0	1	0	0	0	0	2	.273178	.1123628	.1124733	.1127214	.1129774	.1034781	.102828	.1059092	.110273	.1102796	.1101569	.1102981	.100082	.1001554	.1145227	.1088357	.1061637	.1032558	.1015986	.1065857	.1079853	.088364	6000	.112886
2928.654	0	0	0	0	0	4420	4190	4420	4190	4190	4190	52	7704	1	12	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	4	1	2	1	0	0	0	0	0	1	.0278493	.006449	.0167473	.0166302	.0000138	.0000149	.0000149	.0000229	.0069086	.0178142	.0175488	.005034	.0051021	.0050404	.004957	.0047378	.0066285	.0055704	.0063814	.0064246	.0062294	.0065259	4190	.0000138
11223.59	50000	0	42000	24900	17100	12499	7499	62499	57499	74599	83599	44	33774	3	14	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	3	4	3	0	0	1	0	0	0	3	.3524857	.0905015	.0898263	.0919261	.0890541	.0868352	.0845117	.1097219	.1111984	.1111782	.1088931	.1092198	.1128393	.1137959	.1092043	.1145274	.1340453	.1352813	.1327705	.1557084	.1547265	.1521359	57499	.086698
5298.085	0	0	0	0	0	999	999	999	999	999	999	31	23265	1	13	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	3	3	1	0	0	0	0	0	1	.2060434	.0684104	.0684427	.0685043	.0685682	.0673685	.0671445	.0662927	.0686053	.0686009	.0685718	.0686109	.0685495	.068692	.0687881	.0702279	.0704333	.0707285	.0708506	.0704134	.0702921	.0720455	999	.0685842
5053.062	0	0	0	0	0	1499	-14701	1499	-14701	-14701	-14301	47	42690	1	18	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	4	5	4	1	0	0	0	0	0	1	.3055234	.0815964	.0739216	.07394	.0759952	.0763571	.0787751	.1152875	.082733	.0825385	.0827962	.0929514	.093412	.1247875	.1263317	.0757259	.0744385	.0809739	.0806696	.0819596	.0879322	.0878669	-14701	.0778166
13712.22	0	0	44000	44000	0	0	-8000	0	-8000	-8000	-1000	31	11460	3	12	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	2	2	2	0	0	1	0	0	0	3	.1582553	.0530111	.0499956	.049571	.0738343	.0771785	.0938226	.0967127	.0536468	.0506994	.0500313	.0881123	.084442	.076352	.0795864	.047591	.0397562	.0401293	.0403863	.0377517	.051681	.0519636	-8000	.0738037
4315.977	0	0	0	0	0	1849	1849	1849	1849	1849	9445	42	33138	1	14	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	4	3	1	0	0	0	0	0	1	.6600804	.4305153	.4274191	.4227524	.4207733	.4195578	.4184793	.4277455	.4315143	.4288852	.425813	.4305749	.4318445	.4295277	.4092589	.4292324	.4316521	.425894	.4247081	.4282222	.4259134	.4246068	1849	.4207733
3807.812	0	0	100000	60000	40000	19999	14999	19999	14999	54999	54999	46	40950	5	16	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	4	5	4	0	0	0	0	1	0	5	.4407951	.193711	.2058179	.2058308	.2026289	.2021834	.1998054	.1797969	.1925377	.1947185	.1946774	.1811098	.1807631	.1832072	.179591	.1971961	.1972826	.1902174	.1923369	.1908758	.1695381	.170724	14999	.2003677
3425.379	0	0	0	0	0	12155	11654	12155	11654	11654	12740	29	44952	4	13	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	5	3	0	0	0	1	0	0	4	.3243191	.1137631	.1270869	.1271662	.1252027	.1248553	.1226649	.1070973	.1128508	.116001	.116238	.1091847	.1088828	.1050778	.1034073	.118217	.1184555	.115779	.11673	.1166443	.1188533	.1185563	11654	.12364
4228.016	0	0	0	0	0	290	-5710	290	-5710	-5710	-2260	53	15300	1	13	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	4	2	3	1	0	0	0	0	0	1	.1152104	.0374689	.0357383	.0355482	.0493245	.0514704	.0609992	.0626007	.0377352	.0358662	.0355255	.0580103	.0561998	.0513659	.0521463	.037971	.0363854	.0365285	.0359894	.0351421	.0413896	.0417595	-5710	.0493012
4332.512	450	0	0	0	0	10	-415	460	35	35	2701	25	16242	4	10	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	2	1	0	0	0	1	0	0	4	.3268128	.2594914	.2342261	.2328658	.2759716	.2721574	.2644401	.2800332	.2468289	.2388533	.2389822	.2681096	.2810864	.2816872	.2814198	.2296975	.2154388	.2259149	.2283425	.227839	.2454383	.2212111	35	.2753418
4130.98	0	0	0	0	0	0	0	0	0	0	0	40	40620	5	16	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	5	4	0	0	0	0	1	0	5	.3243191	.1168822	.1224313	.1225358	.1228107	.1227378	.1218287	.1151047	.1167773	.1193175	.1196951	.1222694	.1221194	.1125252	.1130557	.1178561	.1173007	.1187134	.1188679	.1197246	.1278145	.1272503	0	.1229991
1410.334	0	0	39500	39500	0	2325	-4975	2325	-4975	-4975	-4975	37	37668	3	16	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	3	4	4	0	0	1	0	0	0	3	.3719455	.1643414	.1646334	.166207	.1670767	.1658862	.1645367	.1686081	.1626287	.1629551	.1648452	.1654471	.1615053	.1600355	.1654287	.1811023	.1399538	.136189	.1218511	.1287116	.1276754	.1252786	-4975	.1668017
5232.633	0	0	50000	46750	3250	57	57	57	57	3307	3307	31	20436	4	10	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	2	3	1	0	0	0	1	0	0	4	.273178	.1195016	.1193048	.1193637	.1194603	.1194887	.1190492	.1177589	.1190234	.1189846	.1189495	.1190199	.1211561	.1213456	.1193241	.14781	.148657	.1502354	.1515288	.1479612	.1473029	.1561834	57	.1193553
4652.235	0	0	19000	13500	5500	480	-3820	480	-3820	1680	5280	33	25782	2	14	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	2	3	3	0	1	0	0	0	0	2	.3978536	.2488184	.2366103	.2357658	.2330979	.2272289	.2480561	.2420136	.2524143	.2423376	.2402293	.2427293	.2266518	.2357319	.2364731	.2333383	.2280432	.230195	.2300154	.2327383	.2380938	.2315423	-3820	.2331221
3661.747	0	0	15000	12000	3000	5	-4255	5	-4255	-1255	-1255	30	5046	4	12	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	2	1	2	0	0	0	1	0	0	4	.062312	.0193538	.0051211	.0062724	.0007236	.0009981	.001025	.0012862	.0177857	.0047273	.0058953	.0113056	.0112777	.0113138	.0110556	.0327008	.0065986	.0068484	.0094011	.0093597	.0094687	.0092191	-4255	.0007298
6552.087	0	0	49500	28000	21500	20	-2480	20	-2480	19020	22870	45	17616	1	14	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	4	2	3	1	0	0	0	0	0	1	.4041266	.2582163	.2396392	.2407959	.2567589	.2462882	.2455799	.2472894	.2609379	.2426505	.2428044	.2627606	.2538216	.2549179	.2569622	.2526495	.2490727	.2345222	.2443222	.2449292	.2198794	.2493705	-2480	.2563148
3941.459	30000	0	200000	82000	118000	165000	165000	195000	195000	313000	329000	44	128700	4	17	1	1	0	1	1	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	1	3	7	4	0	0	0	1	0	0	4	.7316045	.2051133	.2177451	.145408	.1799299	.0428794	.0481094	5.55e-06	.1959061	.1970686	.053521	.0231057	1.10e-06	1.02e-10	0	.2914352	.244045	.2058614	.1818671	.1407058	.1149758	.1120144	195000	.1820456
1659.77	0	0	0	0	0	5049	2949	5049	2949	2949	5282	29	7500	1	12	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	2	1	0	0	0	0	0	1	.0278493	.00617	.0125157	.0120589	.0000659	.0000728	.0000733	.0000945	.0064883	.013518	.0130365	.004372	.0045547	.0043869	.0044693	.0046823	.0076436	.0062478	.0067357	.006746	.0067251	.0067505	2949	.0000659
3990.983	9900	0	55000	15000	40000	8100	8100	18000	18000	58000	71000	51	57291	2	14	1	1	0	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	4	6	3	0	1	0	0	0	0	2	.7130944	.3409847	.3488092	.3520193	.3168448	.3155969	.364646	.3553344	.3417124	.3469054	.3454688	.320929	.3206134	.3560291	.3564842	.3424092	.3426841	.3530483	.3352478	.3299179	.3331004	.3552492	18000	.3160782
4074.93	0	0	50000	29000	21000	700	-20509	700	-20509	491	50491	39	30021	4	11	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	3	4	1	0	0	0	1	0	0	4	.3719455	.1770658	.1784338	.1939921	.1921216	.1886003	.1859648	.2591878	.1726007	.1739904	.1897266	.1886998	.1748824	.1733711	.1887453	.1589405	.1758094	.1784365	.1880923	.2059839	.208021	.2118251	-20509	.1885015
4237.195	0	0	80000	75800	4200	2100	-1400	2100	-1400	2800	6300	31	44598	3	12	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	2	5	2	0	0	1	0	0	0	3	.4407951	.1999685	.1972706	.197347	.1983451	.1983907	.1981824	.1912609	.2004309	.201498	.2017545	.2071415	.2070466	.1950719	.1953933	.1952652	.1914995	.2013685	.2026754	.206731	.2338971	.2325421	-1400	.19947
15556.96	2000	0	200000	0	200000	1000	1000	3000	3000	203000	203000	63	5982	3	12	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	5	1	2	0	0	1	0	0	0	3	.2088342	.0440559	.0527777	.0485722	.0048525	.0053156	.0053534	.0058675	.0480821	.0476568	.0458165	.0637068	.06711	.0639622	.0684609	.0233203	0	0	0	0	0	0	3000	.004872
3337.107	0	0	110000	0	110000	840	840	840	840	110840	114190	59	12921	1	9	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	5	2	1	1	0	0	0	0	0	1	.143074	.0428437	.0431817	.0429884	.0389104	.0383148	.0358723	.0355161	.0429074	.0438697	.0437816	.0351363	.035558	.0369237	.0369771	.0555389	.0688098	.0701125	.0624798	.0512904	.0144308	.0147568	840	.0388988
3773.727	0	0	0	0	0	422	-1150	422	-1150	-1150	2400	29	24792	2	13	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	3	3	0	1	0	0	0	0	2	.2060434	.0701723	.0701353	.0701448	.0701617	.0713563	.071275	.069659	.0707922	.0707784	.0707742	.0707903	.0735365	.0736637	.0702124	.0695615	.0696674	.069823	.0698708	.0701072	.0699388	.0723986	-1150	.070179
5272.043	0	0	0	0	0	1560	-9940	1560	-9940	-9940	-3465	39	52110	1	16	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	3	6	4	1	0	0	0	0	0	1	.5906146	.3384397	.369556	.367705	.3678059	.3691607	.3063899	.3398173	.3358079	.3790105	.379079	.3728447	.3742478	.3191468	.3172958	.3420923	.3442721	.3350441	.3548617	.3597861	.361872	.3580393	-9940	.3679112
3746.731	0	0	0	0	0	849	849	849	849	849	849	31	20445	3	14	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	3	3	0	0	1	0	0	0	3	.2060434	.0685323	.0685597	.0686178	.0686786	.0676439	.0674276	.0665139	.0687562	.0687511	.0687237	.0687613	.0689012	.0690438	.0688733	.0702995	.0705158	.0708263	.0709564	.0704447	.070329	.0719978	849	.0686946
3839.688	0	0	160000	135000	25000	4500	-1100	4500	-1100	23900	33100	36	29100	4	16	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	3	3	4	0	0	0	1	0	0	4	.273178	.1209278	.1206738	.12069	.1207478	.1227162	.1224001	.1205592	.1207824	.120736	.1207214	.1207728	.1251181	.125288	.120548	.124757	.1229643	.1210227	.1201609	.1280135	.128056	.1212579	-1100	.1206431
4439.933	0	0	0	0	0	730	-20157	730	-20157	-20157	-14915	44	1200	1	17	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	1	4	1	0	0	0	0	0	1	.0278493	.0025989	6.00e-12	1.55e-06	0	0	0	0	.0018535	5.65e-12	1.59e-06	0	0	0	0	.0058081	.0001041	.0013494	2.95e-11	1.14e-12	2.89e-06	8.56e-18	-20157	0
3747.729	0	0	120000	95000	25000	500	300	500	300	25300	28633	43	27840	3	16	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	3	3	4	0	0	1	0	0	0	3	.2694195	.0890565	.0888885	.0889139	.0889618	.0894322	.0890801	.0875254	.0893208	.0892877	.0892735	.089313	.0920546	.0922579	.0904419	.095792	.0948611	.0939968	.0936387	.0991038	.0989196	.0970751	300	.088941
3821.289	0	0	40000	30000	10000	200	200	200	200	10200	13200	36	39942	5	13	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	3	4	3	0	0	0	0	1	0	5	.3719455	.1602374	.1602403	.1590133	.1596153	.1595243	.1592647	.1526768	.1593915	.159419	.1582307	.1585894	.1586696	.1582893	.1585771	.1736362	.1547001	.1540461	.15537	.1390213	.1380764	.1364513	200	.160036
4135.447	0	0	51000	0	51000	400	200	400	200	51200	87908	51	24000	2	12	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	4	3	2	0	1	0	0	0	0	2	.273178	.1193261	.1191365	.1192006	.1193018	.1190911	.1186383	.1174253	.1188072	.1187694	.1187319	.1188045	.1206606	.1208515	.1191881	.089167	.0864944	.0838511	.0820245	.0773433	.079162	.0768075	200	.1191967
5124.576	0	0	135000	40000	95000	26000	26000	26000	26000	121000	121000	47	55557	3	12	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	4	6	2	0	0	1	0	0	0	3	.5405443	.2639762	.2622088	.2614643	.2652931	.2634206	.2657965	.3252391	.2671879	.2650363	.2627911	.2672159	.2649176	.2698964	.3201009	.2611445	.2661893	.2675616	.2619711	.2661334	.2620878	.2597157	26000	.2652427
7684.696	0	0	0	0	0	400	-479	400	-479	-479	21	28	7869	1	11	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	1	.3021799	.1328134	.1306157	.1367686	.1348152	.1347863	.1347863	.128614	.1328134	.1306157	.1367686	.1348152	.1347863	.1347863	.128614	.1662782	.1673011	.1471345	.1440446	.0645641	.0614497	.0642496	-479	.1348152
4038.298	0	0	165000	129000	36000	3000	1500	3000	1500	37500	41117	28	43485	1	16	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	5	4	1	0	0	0	0	0	1	.4200058	.142388	.139629	.1397258	.1395634	.1394733	.1387294	.135014	.143135	.1440632	.1443921	.1464027	.146138	.1400369	.1396114	.1356075	.1345304	.1344434	.1373746	.1373804	.1306483	.1311945	1500	.140762
2530.824	0	0	0	0	0	1784	-216	1784	-216	-216	-216	47	11100	4	12	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	4	2	2	0	0	0	1	0	0	4	.1283302	.0506305	.0512607	.0512504	.0514633	.0515254	.0507422	.0505259	.0505536	.0512604	.0512677	.0531744	.0536888	.0543404	.053794	.0497824	.0495612	.0496264	.0493802	.0484266	.0511852	.051391	-216	.0514636
3534.353	0	0	60000	32500	27500	3149	2149	3149	2149	29649	30649	40	12915	4	12	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	3	2	2	0	0	0	1	0	0	4	.143074	.043176	.0439486	.043813	.0362872	.0353123	.0321026	.0316869	.0431634	.0445772	.0445938	.0310132	.0313731	.0330158	.0335432	.0410987	.0418127	.0413815	.0431647	.046468	.0329094	.0331018	2149	.0362822
3409.527	0	0	0	0	0	0	0	0	0	0	0	25	10200	1	9	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	2	1	1	0	0	0	0	0	1	.1152104	.038783	.0389435	.0388961	.0378809	.0377512	.0367538	.0365676	.0387499	.0390243	.0390019	.0367835	.0370889	.0377231	.0375694	.0382955	.0373943	.0374459	.0373836	.0369551	.039862	.0400133	0	.0378744
4056.26	0	0	0	0	0	0	0	0	0	0	0	35	18750	7	12	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	2	2	0	0	0	0	0	1	6	.1283302	.0506931	.0514096	.0514093	.0509074	.0508714	.0497891	.0495349	.0506017	.0514003	.0514262	.0521545	.0526932	.0535035	.0530346	.0498208	.049683	.0497372	.0495455	.0486431	.0509939	.0511742	0	.0509088
4640.647	0	0	0	0	0	120	-180	120	-180	-180	320	28	28572	1	12	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	3	2	1	0	0	0	0	0	1	.2060434	.0693728	.0693669	.0694005	.0694394	.0695458	.0693918	.0680857	.0697985	.0697889	.0697731	.0698001	.0713016	.0714401	.0695088	.0705526	.0708074	.0711723	.0713312	.0705529	.0704576	.0718139	-180	.0694558
